parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status
PARCEL_012,30/03/2026,0.51,19.0,0.0,OK 
PARCEL_019,2026-03-21,0.59,20.8,0.0,OK
PARCEL_005,2026-03-19,0.477,24.3,0.0,OK
PARCEL_023,12/04/2026,0.813,26.7,5.9,OK
PARCEL_023,2026-02-02,0.279,19.1,0.0,OK
PARCEL_007,2026-04-02,0.807,22.1,0.0,OK
PARCEL_007,21/04/2026,0.66,28.2,0.0,OK
PARCEL_003,2026-02-15,0.32,24.4,0.0,OK 
PARCEL_010,2026-05-28,0.521,34.0,5.3,OK
PARCEL_002,2026-05-31,0.58,35.1,5.2,OK
PARCEL_014,10-May-2026,0.391,18.6,0.0,OK
PARCEL_017,2026-03-02,0.685,35.3,0.0,OK
PARCEL_008,2026-04-08,0.574,32.7,0.0,OK 
PARCEL_022,2026-02-27,0.721,16.9,0.0,OK
PARCEL_024,12-Apr-2026,0.559,21.0,0.0,OK
PARCEL_002,26/01/2026,0.291,25.2,0.0,OK
PARCEL_008,2026-04-16,0.617,30.7,0.0,OK
PARCEL_019,2026-05-30,0.456,33.1,1.6,OK
PARCEL_006,05-Jan-2026,0.099,34.2,0.0,OK
PARCEL_024,21/02/2026,0.471,26.9,0.0,OK
PARCEL_006,2026-03-29,0.757,32.1,0.0,OK
PARCEL_004,23/01/2026,0.342,27.1,0.0,Error
PARCEL_018,2026-05-02,0.654,19.8,0.0,OK
PARCEL_023,2026-01-16,0.157,30.7,3.7,OK
PARCEL_011,15-Mar-2026,0.276,34.5,0.0,OK
PARCEL_010,2026-01-09,0.312,31.1,6.2,OK
PARCEL_006,2026-02-20,0.29,22.3,1.2,OK
PARCEL_012,03/05/2026,0.652,24.9,0.0,Error
PARCEL_015,01/05/2026,0.495,24.6,9.2,OK
PARCEL_006,2026-03-14,0.597,23.9,0.0,OK
PARCEL_019,2026-02-24,0.698,30.3,0.0,OK
PARCEL_007,06-Feb-2026,0.349,24.2,2.4,OK
PARCEL_013,02-May-2026,0.513,19.3,1.7,OK
PARCEL_016,2026-05-06,0.572,29.7,0.0,OK
PARCEL_024,2026-01-04,0.178,16.6,1.5,OK
PARCEL_025,2026-04-29,0.662,30.3,0.0,OK
PARCEL_023,2026-04-17,0.754,25.2,8.6,ERROR
PARCEL_015,2026-05-08,0.387,32.0,0.0,OK
PARCEL_021,2026-03-12,0.342,32.4,0.0,OK
PARCEL_005,26/02/2026,0.372,22.3,0.0,OK
PARCEL_020,2026-05-14,0.628,24.1,0.0,OK
PARCEL_007,2026-01-23,0.365,26.2,0.0,OK
PARCEL_005,22/02/2026,0.333,23.2,0.0,OK
PARCEL_020,2026-04-16,0.562,24.1,0.0,ERROR
PARCEL_010,2026-05-08,0.542,33.0,0.0,OK
PARCEL_003,2026-01-04,0.2,33.4,0.0,OK 
PARCEL_009,2026-04-03,0.624,32.6,0.0,OK
PARCEL_023,2026-04-08,0.641,18.4,0.0,OK
PARCEL_021,08/02/2026,0.139,16.2,0.0,OK
PARCEL_012,2026-01-18,0.174,24.7,0.0,OK
PARCEL_022,2026-01-08,0.23,33.2,0.0,OK
PARCEL_013,2026-04-19,0.613,18.4,0.0,OK
PARCEL_011,2026-04-26,1.129,31.6,0.0,Error
PARCEL_015,2026-04-15,-1.623,19.3,0.0,Error
PARCEL_002,2026-04-18,-1.464,15.8,0.0,Error
PARCEL_012,24-Jan-2026,0.166,28.0,0.0,OK
PARCEL_009,2026-05-03,0.556,18.2,0.0, OK
PARCEL_005,05/02/2026,0.157,15.7,0.0,OK
PARCEL_019,29/05/2026,0.432,23.4,1.1,OK
PARCEL_025,2026-04-23,0.707,31.4,0.0,OK
PARCEL_005,2026-03-06,0.254,32.9,3.6,OK
PARCEL_016,12/02/2026,0.34,24.2,0.0,OK
PARCEL_015,2026-04-27,0.484,18.3,0.0,OK
PARCEL_025,15/04/2026,0.782,24.3,0.0,OK
PARCEL_001,03/02/2026,0.164,35.0,0.0, OK
PARCEL_017,26/01/2026,0.294,15.7,0.0,OK
PARCEL_016,2026-03-21,0.583,19.8,0.0,OK
PARCEL_011,2026-01-22,0.133,29.6,0.0,OK
PARCEL_002,2026-03-22,0.605,26.4,0.0,OK
PARCEL_024,15/04/2026,0.599,25.8,0.0,OK
PARCEL_021,2026-01-12,0.142,18.4,0.0,OK
PARCEL_008,2026-03-26,0.663,32.0,7.3,OK
PARCEL_012,30/01/2026,0.048,26.3,0.0,OK
PARCEL_025,04-May-2026,0.658,23.5,1.9,OK
PARCEL_005,2026-03-27,0.627,28.3,0.0,OK
PARCEL_025,2026-01-14,0.193,25.5,0.0,
PARCEL_005,2026-05-26,0.441,21.6,0.0,OK
PARCEL_010,20-Feb-2026,0.646,22.1,0.0,OK
PARCEL_023,2026-01-15,0.105,31.6,0.0,OK
PARCEL_098,2026-03-13,0.351,19.8,6.0,ok
PARCEL_020,2026-03-17,0.309,22.0,0.0,OK
PARCEL_016,2026-05-21,0.571,29.5,11.2,OK
PARCEL_007,27-Feb-2026,0.848,26.3,2.4,OK
PARCEL_009,2026-04-11,0.675,30.2,0.0,OK
PARCEL_002,07/05/2026,0.566,21.8,0.0,OK
PARCEL_023,2026-05-22,0.575,23.1,0.0,OK
PARCEL_015,2026-01-14,0.44,15.5,0.0,OK
PARCEL_018,2026-05-31,0.533,29.7,0.0,Error
PARCEL_004,2026-04-10,0.5,18.0,0.0,OK
PARCEL_001,2026-04-07,0.619,34.8,5.5,OK
PARCEL_009,2026-05-19,0.537,16.0,0.0,OK
PARCEL_006,17/01/2026,0.255,25.6,0.0,OK
PARCEL_022,27/04/2026,0.59,30.8,0.0,OK
PARCEL_018,2026-02-27,0.594,24.3,6.5,OK
PARCEL_002,2026-01-30,0.5,22.5,0.0,OK
PARCEL_018,22-Apr-2026,0.475,21.0,0.0,OK
PARCEL_010,2026-05-23,0.646,24.6,0.0,NaN
PARCEL_015,28/03/2026,0.763,33.8,0.0,OK
PARCEL_020,2026-01-09,0.159,30.7,0.0,OK
PARCEL_020,29-Mar-2026,0.746,21.1,0.0,OK
PARCEL_023,2026-04-18,0.818,16.5,15.8,Error
PARCEL_007,2026-02-18,0.553,20.3,0.0,OK
PARCEL_011,2026-02-15,0.183,26.0,0.0,OK
PARCEL_008,2026-01-05,0.084,16.5,0.0,OK
PARCEL_010,2026-04-20,0.433,34.3,0.0,OK
PARCEL_006,2026-03-22,0.767,30.0,5.0,OK
PARCEL_018,2026-05-11,0.56,28.5,0.0,OK
PARCEL_023,2026-01-24,0.154,15.6,0.0,OK
PARCEL_098,2026-03-30,0.551,21.0,0.5,ok
PARCEL_006,2026-01-29,-1.328,31.3,0.0,ERROR
PARCEL_019,2026-04-27,0.537,30.0,0.0,OK
PARCEL_002,2026-03-11,0.661,20.1,0.0,OK
PARCEL_014,2026-01-06,0.302,30.9,0.0,OK
PARCEL_006,2026-02-27,0.319,25.1,0.0,OK
PARCEL_015,2026-04-13,0.664,29.5,0.0,OK
PARCEL_002,2026-05-24,0.47,23.0,0.0,OK
PARCEL_013,2026-05-04,0.637,27.5,3.6,OK
PARCEL_005,2026-01-19,0.14,20.2,0.0,
PARCEL_021,27/04/2026,0.471,32.0,0.0,OK
PARCEL_016,2026-05-28,0.592,23.1,0.0,OK
PARCEL_003,2026-01-08,0.257,23.0,0.0,OK
PARCEL_021,2026-04-01,0.738,28.3,0.0,OK
PARCEL_008,2026-04-26,0.559,22.5,0.0,OK
PARCEL_012,23-Mar-2026,0.284,29.8,0.0,OK
PARCEL_023,2026-03-07,0.61,27.0,5.1,NA
PARCEL_011,29-Jan-2026,0.287,34.4,0.0,OK
PARCEL_013,20-May-2026,0.603,24.0,0.0,OK
PARCEL_003,2026-01-27,0.201,26.0,0.0,OK
PARCEL_021,10-Jan-2026,0.18,31.7,0.0,OK
PARCEL_003,25/02/2026,0.299,33.1,0.0,OK
PARCEL_009,2026-01-13,0.079,22.2,2.7,OK
PARCEL_025,2026-05-15,0.655,26.6,0.0,OK
PARCEL_024,2026-03-01,0.615,34.8,0.0,OK
PARCEL_006,2026-04-11,0.526,26.0,2.2,OK
PARCEL_002,2026-03-25,0.768,16.8,0.0,ok
PARCEL_013,2026-03-12,0.34,25.5,5.8,ERROR
PARCEL_008,2026-05-23,0.567,27.2,3.8,OK
PARCEL_018,2026-05-17,0.442,34.7,4.1,OK
PARCEL_005,24/05/2026,0.484,33.8,0.0,OK
PARCEL_019,2026-05-31,0.447,34.8,1.8,OK
PARCEL_010,01/04/2026,0.758,18.6,0.0,OK
PARCEL_022,27-Mar-2026,0.646,17.9,0.0,OK
PARCEL_016,05/02/2026,0.422,26.1,0.0,ERROR
PARCEL_020,2026-02-05,0.048,18.5,0.0,OK
PARCEL_005,2026-01-11,0.231,31.6,6.8,OK
PARCEL_022,2026-03-17,0.804,27.4,0.0,OK
PARCEL_012,13-Feb-2026,0.164,32.1,1.6,OK
PARCEL_015,2026-01-24,0.43,34.5,0.0,OK
PARCEL_008,2026-05-22,0.504,34.6,0.0,OK
PARCEL_013,2026-01-30,0.092,20.1,0.0,OK
PARCEL_018,07-Mar-2026,0.6,23.2,3.2,OK
PARCEL_023,2026-05-23,0.51,18.2,3.0,OK
PARCEL_018,2026-02-06,0.327,18.7,0.0,OK
PARCEL_025,2026-04-24,0.794,31.3,1.4,OK
PARCEL_010,06/01/2026,0.162,25.9,0.0,OK
PARCEL_008,2026-02-17,0.172,27.4,0.0,OK
PARCEL_013,2026-02-26,0.273,28.6,0.0,OK
PARCEL_012,2026-03-06,0.468,32.9,0.0,OK
PARCEL_007,2026-04-14,0.571,33.2,0.0,OK
PARCEL_006,2026-03-09,0.407,16.6,0.0,OK
PARCEL_024,2026-03-22,0.551,29.7,0.0,OK
PARCEL_014,2026-04-26,0.618,26.2,0.0,OK
PARCEL_004,2026-02-07,0.644,22.9,0.0,ok
PARCEL_019,2026-01-02,0.133,18.7,5.5,OK
PARCEL_011,2026-04-15,0.624,18.9,0.0,NA
PARCEL_005,2026-02-21,0.263,24.5,0.0,OK
PARCEL_022,2026-02-22,0.827,16.7,9.4,OK
PARCEL_022,2026-02-06,0.182,20.6,6.4,OK
PARCEL_006,07/02/2026,0.224,28.5,0.0,OK
PARCEL_015,2026-03-10,0.492,25.0,0.2,OK
PARCEL_014,12-Apr-2026,1.561,24.6,0.0,Error
PARCEL_001,2026-05-08,0.629,34.5,0.0,OK
PARCEL_015,2026-03-27,0.745,24.8,0.0,OK
PARCEL_016,2026-04-23,0.874,22.6,3.1,OK
PARCEL_004,2026-03-26,0.688,22.4,0.0,OK
PARCEL_009,2026-03-22,0.678,15.9,0.0,OK
PARCEL_001,2026-03-17,0.702,27.9,0.0,OK
PARCEL_011,2026-03-05,0.287,26.9,0.0,OK
PARCEL_012,2026-04-29,0.876,29.0,0.0,OK
PARCEL_002,2026-05-08,0.529,31.1,0.0, OK
PARCEL_022,2026-01-19,0.254,34.5,0.0,OK
PARCEL_008,2026-05-28,0.419,32.9,0.0,OK
PARCEL_022,2026-01-11,0.205,25.3,0.0,Error
PARCEL_001,2026-05-07,0.867,24.0,0.0,OK
PARCEL_018,2026-05-29,0.481,20.5,9.2,OK
PARCEL_023,2026-05-06,0.553,31.0,0.0,OK
PARCEL_002,2026-05-12,0.665,26.1,0.0,OK
PARCEL_018,2026-01-09,0.167,24.1,0.0,OK
PARCEL_015,06/01/2026,0.451,34.8,0.0,OK
PARCEL_006,03/05/2026,0.88,27.5,0.0,OK
PARCEL_023,2026-01-26,0.214,26.3,0.0,OK
PARCEL_011,04/03/2026,0.276,31.2,5.0,OK
PARCEL_012,2026-03-09,0.354,25.9,6.3,OK
PARCEL_001,2026-04-02,0.519,34.4,0.0,OK
PARCEL_011,2026-03-21,-1.157,28.0,0.0,error
PARCEL_003,13/01/2026,0.261,21.2,0.0,OK
PARCEL_009,2026-01-03,0.162,34.8,0.0,Error
PARCEL_019,05-May-2026,0.724,23.7,0.0,OK
PARCEL_010,2026-05-29,0.383,31.2,0.0,OK
PARCEL_002,2026-01-28,0.363,16.8,0.0,OK
PARCEL_003,2026-05-31,0.616,18.2,2.6,OK
PARCEL_004,08/05/2026,0.492,18.2,0.0,OK
PARCEL_009,2026-05-01,0.608,28.0,0.0,OK
PARCEL_001,2026-04-13,0.668,28.2,0.0,OK
PARCEL_001,19/01/2026,0.092,29.5,0.0,OK
PARCEL_010,2026-05-04,0.519,35.3,0.0,OK
PARCEL_024,2026-04-08,0.628,34.2,0.0, OK
PARCEL_017,2026-01-31,0.342,30.1,0.0,NA
PARCEL_011,2026-05-01,0.708,29.8,0.9,OK
PARCEL_005,2026-03-01,0.191,27.0,0.0,OK
PARCEL_020,20/03/2026,0.402,22.2,0.0,OK
PARCEL_001,28-Apr-2026,0.792,17.3,0.0,OK
PARCEL_005,2026-05-23,0.655,25.0,0.0,OK
PARCEL_007,2026-02-14,1.843,22.1,0.0,error
PARCEL_014,20-May-2026,0.522,32.9,4.1,OK 
PARCEL_006,2026-03-11,0.285,33.8,0.0,error
PARCEL_002,2026-04-29,0.406,20.8,0.0,OK
PARCEL_009,2026-02-14,0.237,32.5,0.0,OK
PARCEL_020,2026-02-27,0.442,20.3,0.0,OK
PARCEL_004,2026-03-17,0.787,32.6,0.0,OK
PARCEL_014,02/02/2026,0.275,21.4,0.0,OK
PARCEL_017,17-Apr-2026,0.634,32.8,0.0,OK
PARCEL_016,2026-03-20,0.618,34.1,0.0,OK
PARCEL_001,15-Jan-2026,0.143,30.8,0.0,OK
PARCEL_008,30/05/2026,-1.869,20.0,9.0,Error
PARCEL_011,2026-04-03,0.475,23.2,0.0,OK
PARCEL_025,2026-05-26,0.452,19.0,0.0,OK
PARCEL_011,2026-05-05,0.534,32.1,0.0,OK
PARCEL_008,2026-03-05,0.858,17.6,0.0,OK
PARCEL_005,2026-05-30,0.548,28.1,0.0,OK
PARCEL_001,2026-04-10,0.733,16.2,0.0,ok
PARCEL_007,2026-03-31,0.75,35.3,7.3,OK
PARCEL_006,2026-05-21,0.62,21.3,0.0,OK
PARCEL_018,27-May-2026,0.59,23.1,1.9,OK
PARCEL_020,2026-01-14,0.188,33.9,5.1,OK
PARCEL_025,15/03/2026,0.533,35.5,0.0,OK
PARCEL_002,20/01/2026,0.351,22.1,0.0,OK
PARCEL_020,2026-03-21,0.734,20.0,0.0,OK 
PARCEL_005,2026-04-30,0.498,22.3,0.0,OK
PARCEL_021,2026-05-28,0.443,32.5,0.0,OK
PARCEL_004,2026-04-20,0.653,31.6,0.0,OK
PARCEL_002,2026-04-02,0.647,31.9,0.0,
PARCEL_013,2026-04-21,0.507,32.3,0.0,OK
PARCEL_024,06/05/2026,0.506,19.3,0.0,OK
PARCEL_011,12/02/2026,0.097,34.3,0.0,OK
PARCEL_011,2026-05-05,0.564,32.1,0.0,OK
PARCEL_014,14/01/2026,0.355,21.9,0.0,ERROR
PARCEL_012,2026-02-02,0.116,17.4,0.0,OK
PARCEL_014,2026-05-12,0.401,29.6,0.0,OK
PARCEL_002,02-Jan-2026,0.283,21.7,0.0,OK
PARCEL_020,2026-04-04,0.631,34.9,0.0,OK
PARCEL_007,2026-01-06,0.137,30.4,7.8,OK
PARCEL_001,21/04/2026,0.788,18.3,0.0,error
PARCEL_007,2026-03-16,0.64,22.0,0.0,OK
PARCEL_025,2026-04-21,0.948,17.3,0.0,OK
PARCEL_002,07/02/2026,0.289,21.5,0.0,OK
PARCEL_018,2026-01-13,0.199,22.5,0.0,OK
PARCEL_008,2026-05-12,0.44,15.8,0.0,ok
PARCEL_018,27/04/2026,0.551,34.5,0.0,OK
PARCEL_016,2026-01-21,0.122,34.6,0.0,Error
PARCEL_023,2026-05-13,0.647,29.4,0.0,OK
PARCEL_025,2026-02-10,0.405,24.3,3.7,OK
PARCEL_013,2026-05-13,0.507,23.4,0.0,OK
PARCEL_003,15-Mar-2026,0.554,27.4,0.0,OK
PARCEL_008,2026-03-04,0.775,28.3,2.0,OK
PARCEL_008,19/04/2026,0.837,33.7,0.0,OK
PARCEL_021,06-Mar-2026,0.176,31.8,8.5,OK
PARCEL_008,25/02/2026,0.653,19.8,0.0,OK
PARCEL_016,2026-02-04,0.285,28.5,0.0,OK
PARCEL_016,16/05/2026,0.547,28.6,0.0,OK
PARCEL_024,2026-04-05,0.496,24.7,0.0,OK
PARCEL_006,2026-04-18,0.76,18.2,0.4,OK
PARCEL_001,2026-02-16,0.445,33.5,0.0,OK
PARCEL_002,2026-04-19,0.558,33.8,0.0,OK
PARCEL_016,12/03/2026,0.708,16.0,0.0,OK
PARCEL_006,2026-03-31,0.671,18.8,0.0,OK
PARCEL_015,2026-03-04,0.742,30.9,0.0,OK
PARCEL_021,16-Mar-2026,0.269,27.8,0.0,OK
PARCEL_017,2026-02-14,0.642,22.4,7.2,NaN
PARCEL_009,27-Apr-2026,0.771,32.2,0.0,OK
PARCEL_017,2026-05-26,0.708,18.2,2.6,OK
PARCEL_009,2026-03-28,0.687,31.1,0.0,OK
PARCEL_010,2026-05-14,0.438,25.2,0.0,OK
PARCEL_017,2026-01-09,0.207,34.5,0.0,OK
PARCEL_007,2026-03-05,0.687,31.4,0.0,OK
PARCEL_014,2026-05-18,0.572,18.8,1.0,OK
PARCEL_025,2026-05-28,0.683,30.8,2.0,OK
PARCEL_016,2026-03-26,-1.311,33.2,0.0,error
PARCEL_008,2026-04-11,0.587,26.7,0.0,OK
PARCEL_007,2026-05-11,0.68,22.7,0.0,NA
PARCEL_001,2026-02-19,0.265,32.0,0.0,OK
PARCEL_006,2026-05-22,0.591,17.4,0.0,OK
PARCEL_016,2026-03-04,0.705,30.8,0.0,OK
PARCEL_009,17/01/2026,0.228,30.9,0.0,OK
PARCEL_021,2026-04-04,0.533,28.8,0.0,OK
PARCEL_010,2026-01-12,0.385,31.9,0.0,OK
PARCEL_007,2026-01-30,0.456,31.9,0.0,OK
PARCEL_014,13/04/2026,0.651,26.3,0.0,OK
PARCEL_002,2026-01-12,0.251,30.4,0.0,OK 
PARCEL_024,12/05/2026,0.486,33.0,0.0,OK
PARCEL_020,2026-03-26,0.668,27.0,0.0,OK
PARCEL_009,2026-01-10,0.251,29.3,0.0,OK
PARCEL_013,10/05/2026,0.651,23.8,0.0,OK
PARCEL_023,2026-05-07,0.635,27.4,0.0,OK
PARCEL_024,05/05/2026,0.687,20.5,0.0,OK
PARCEL_019,12/02/2026,0.279,21.1,0.0,OK
PARCEL_013,24/01/2026,0.273,25.6,0.0,OK
PARCEL_017,24/02/2026,0.602,34.7,0.0,OK
PARCEL_002,2026-05-25,0.384,21.6,0.0,OK
PARCEL_015,21/04/2026,0.474,34.5,11.8,OK
PARCEL_023,2026-05-05,0.613,32.7,0.0,OK
PARCEL_024,2026-05-26,0.482,27.6,0.0,OK
PARCEL_019,2026-02-04,0.276,29.0,7.1,OK
PARCEL_001,2026-02-11,0.339,19.8,5.0,OK
PARCEL_023,2026-02-03,0.386,30.4,0.0,OK
PARCEL_021,2026-03-20,0.351,20.3,7.8,OK
PARCEL_013,2026-02-22,0.178,21.2,1.9,OK
PARCEL_015,2026-05-31,0.664,31.2,0.0,OK
PARCEL_008,16/03/2026,0.663,17.2,0.0,OK
PARCEL_007,2026-02-09,0.211,33.5,0.0,OK
PARCEL_004,2026-01-10,0.291,30.1,0.0,OK
PARCEL_009,26/05/2026,0.557,30.5,0.9,OK
PARCEL_019,23-May-2026,0.37,17.2,2.6,OK
PARCEL_018,2026-05-04,0.629,34.2,5.0,OK 
PARCEL_008,2026-04-07,0.793,20.7,0.0,OK
PARCEL_023,2026-01-14,0.265,19.4,0.0,OK
PARCEL_025,2026-01-17,0.19,18.3,0.0,OK
PARCEL_006,2026-04-12,0.667,26.0,0.0,OK
PARCEL_004,2026-05-05,0.568,19.7,0.0,Error
PARCEL_004,13-Feb-2026,0.589,26.8,1.2,OK
PARCEL_017,2026-03-21,0.636,17.3,0.0, OK
PARCEL_099,30/03/2026,0.578,22.1,0.0,ok
PARCEL_023,25-Jan-2026,0.198,21.2,0.0,OK
PARCEL_008,01/02/2026,0.488,25.2,0.0,OK
PARCEL_006,2026-03-21,0.697,20.8,0.0,OK
PARCEL_005,2026-05-05,0.572,31.4,0.0,OK
PARCEL_004,2026-03-31,0.62,20.1,0.0,OK
PARCEL_022,2026-03-16,0.684,31.1,0.0,OK
PARCEL_020,2026-02-02,0.13,19.2,0.0,OK
PARCEL_002,2026-04-30,0.478,30.7,0.5,OK
PARCEL_017,2026-01-12,0.29,27.4,0.0,OK
PARCEL_014,2026-01-01,0.176,29.5,0.0,OK
PARCEL_011,2026-01-07,0.271,25.9,0.0,OK
PARCEL_015,2026-01-22,0.171,24.3,0.0,OK
PARCEL_016,14/05/2026,0.629,25.6,0.0,
PARCEL_020,02-May-2026,0.839,23.1,0.0,OK
PARCEL_001,2026-05-12,0.576,26.6,0.0,OK
PARCEL_020,2026-05-31,0.691,19.2,0.0,OK
PARCEL_024,2026-04-26,0.555,31.4,0.0,OK
PARCEL_001,25-May-2026,0.475,18.8,3.9,OK
PARCEL_013,2026-02-16,0.137,27.5,0.0,OK
PARCEL_020,2026-04-01,0.653,30.9,3.5,OK
PARCEL_022,06/01/2026,0.183,24.0,2.4,OK 
PARCEL_001,2026-04-16,0.822,26.8,0.0,OK
PARCEL_011,09/02/2026,0.111,17.4,0.0,OK
PARCEL_007,22/02/2026,0.572,18.5,0.0,OK
PARCEL_016,2026-05-15,0.649,15.6,0.0,OK
PARCEL_015,2026-02-04,0.388,18.9,0.0,OK
PARCEL_009,2026-01-21,1.873,15.4,0.0,Error
PARCEL_012,2026-01-31,0.174,34.0,0.0,OK
PARCEL_014,2026-03-06,0.64,31.7,0.0,OK
PARCEL_020,30/03/2026,1.794,27.1,0.0,Error
PARCEL_025,2026-05-07,0.795,31.6,0.0,NaN
PARCEL_008,29/03/2026,0.6,35.1,0.0,
PARCEL_023,12-May-2026,0.684,18.3,0.0,OK
PARCEL_017,2026-04-24,0.674,18.2,0.0,OK 
PARCEL_025,2026-05-17,0.558,15.7,0.0,OK
PARCEL_001,2026-04-11,0.729,24.4,0.0,OK
PARCEL_008,2026-01-16,0.202,31.4,0.0,Error
PARCEL_006,2026-05-23,0.509,23.8,2.9,OK
PARCEL_016,2026-03-30,0.91,30.9,0.0,OK
PARCEL_020,04/01/2026,0.195,15.1,0.0,OK
PARCEL_023,2026-02-18,0.375,25.8,0.0,OK
PARCEL_015,2026-02-15,0.82,18.4,0.0,OK
PARCEL_014,2026-05-14,0.48,19.3,2.2,OK
PARCEL_023,2026-04-23,0.701,34.5,0.0,OK
PARCEL_016,27/03/2026,0.743,16.7,0.0,OK
PARCEL_010,2026-01-02,0.029,27.3,0.0,OK
PARCEL_012,2026-05-02,0.808,18.6,0.0,OK
PARCEL_019,2026-02-13,0.223,28.3,0.0,OK
PARCEL_010,2026-05-12,0.77,15.9,0.0, OK
PARCEL_024,2026-04-06,0.546,35.3,0.0,OK
PARCEL_017,06-Jan-2026,0.171,20.7,3.8,OK
PARCEL_023,10-Jan-2026,0.239,28.2,0.0,OK
PARCEL_022,2026-05-29,0.743,24.5,0.0,OK
PARCEL_014,2026-01-16,0.211,15.9,1.8,OK
PARCEL_015,2026-04-20,0.395,34.8,0.0,OK 
PARCEL_023,03/04/2026,0.807,25.9,0.0,NA
PARCEL_001,09/04/2026,0.7,32.5,0.0,OK
PARCEL_003,2026-04-10,0.551,35.5,0.0,OK
PARCEL_002,2026-03-29,0.706,33.0,0.0,OK
PARCEL_003,2026-01-12,0.209,18.3,0.0,OK
PARCEL_009,23-Mar-2026,0.703,30.8,0.0,ERROR
PARCEL_020,01/05/2026,-1.834,23.9,0.0,ERROR
PARCEL_005,2026-03-04,0.506,35.0,2.0,OK
PARCEL_099,2026-02-23,0.408,27.6,1.2,ok
PARCEL_004,2026-02-20,0.766,30.6,0.0,OK
PARCEL_020,02/01/2026,0.119,18.6,0.0, OK
PARCEL_015,2026-02-10,0.624,18.1,0.0,OK
PARCEL_006,2026-05-24,0.586,27.0,0.0,NaN
PARCEL_015,06/04/2026,0.578,17.6,0.0,OK
PARCEL_005,2026-01-16,0.178,22.4,0.0,OK
PARCEL_020,01/02/2026,0.194,32.2,0.0,OK
PARCEL_017,2026-05-11,0.465,30.4,0.0,OK
PARCEL_002,2026-01-18,0.279,23.5,0.0,OK
PARCEL_017,04/04/2026,0.795,31.2,4.6,OK
PARCEL_012,2026-05-12,0.583,30.8,0.0,OK
PARCEL_009,07/01/2026,0.197,24.9,2.7,OK
PARCEL_022,03/02/2026,0.327,25.0,0.0,OK
PARCEL_022,28-Feb-2026,0.812,23.8,0.0,OK
PARCEL_015,2026-01-08,0.309,15.4,7.1,OK
PARCEL_012,2026-05-14,0.736,29.8,0.0,OK
PARCEL_009,28-Apr-2026,0.816,15.6,0.0,OK
PARCEL_007,2026-01-16,0.236,28.4,0.0,OK
PARCEL_022,2026-02-17,0.67,21.0,0.0,OK
PARCEL_013,2026-05-28,0.397,33.3,0.0,OK
PARCEL_018,2026-05-23,0.735,15.4,0.0,OK
PARCEL_021,2026-05-14,0.381,30.8,0.0,OK
PARCEL_021,2026-04-13,0.611,25.5,0.0,OK
PARCEL_016,2026-03-22,0.814,29.5,0.0,OK
PARCEL_019,2026-03-15,0.775,29.0,0.0,OK
PARCEL_013,2026-02-07,0.171,30.0,7.5,OK
PARCEL_005,08/02/2026,0.238,32.5,0.0,OK
PARCEL_020,2026-05-27,0.426,16.2,0.8,OK 
PARCEL_004,14/01/2026,0.376,19.4,0.0,OK
PARCEL_010,11/03/2026,0.722,17.4,7.2,OK
PARCEL_001,14/05/2026,0.398,30.3,0.0,OK
PARCEL_008,2026-04-25,0.654,21.5,0.0,OK
PARCEL_006,2026-02-22,0.266,25.4,0.0,OK
PARCEL_020,2026-03-16,0.277,30.8,6.7,OK
PARCEL_012,2026-04-09,0.764,16.5,0.0,ok
PARCEL_025,2026-04-27,0.869,18.9,0.0,OK
PARCEL_011,2026-03-30,0.606,33.2,0.0,OK
PARCEL_003,2026-04-04,0.624,16.2,3.3,OK
PARCEL_009,2026-02-12,0.215,27.8,4.1,
PARCEL_002,08/04/2026,0.574,30.7,0.0,OK
PARCEL_007,17/02/2026,0.695,24.0,0.0,NA
PARCEL_014,2026-05-02,0.449,30.9,0.0,OK
PARCEL_007,2026-04-12,0.643,27.6,3.1,OK
PARCEL_015,11-Feb-2026,0.762,18.0,8.6,OK
PARCEL_025,2026-03-08,0.429,18.1,0.0,OK
PARCEL_021,09-Jan-2026,0.227,24.5,2.0,
PARCEL_002,2026-02-12,0.166,22.1,0.0,OK
PARCEL_016,2026-04-30,0.595,19.0,0.0,OK
PARCEL_010,19/01/2026,0.134,15.7,0.0,OK
PARCEL_021,2026-03-31,0.543,30.3,0.0,OK
PARCEL_023,31/05/2026,0.728,15.9,0.0,OK
PARCEL_008,13/03/2026,0.662,28.6,0.0,OK
PARCEL_020,2026-02-10,0.178,18.4,0.0,ok
PARCEL_021,2026-04-10,0.489,26.7,0.0,OK
PARCEL_006,2026-04-16,0.709,24.2,1.5,OK
PARCEL_013,2026-01-18,0.176,30.9,0.0,OK
PARCEL_012,2026-02-03,0.202,31.6,1.5,OK
PARCEL_023,2026-03-13,0.796,26.9,2.6,error
PARCEL_007,2026-01-01,0.092,16.8,7.6,OK
PARCEL_007,2026-03-18,0.827,23.1,0.0,error
PARCEL_016,2026-05-31,0.68,29.7,0.0,OK
PARCEL_024,18/04/2026,0.585,29.3,3.9,OK
PARCEL_012,15/02/2026,-1.206,18.1,0.0,Error
PARCEL_018,2026-04-16,0.668,18.7,0.0,OK
PARCEL_016,2026-05-01,0.562,16.0,0.0,OK
PARCEL_015,18/03/2026,0.691,21.1,0.0,NaN
